code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 38 10 10 04,,,,"Агрегаты окрасочные безвоздушные высокого давления, мощность до 4 кВт",2.1-17-73,28.13.14.190
ТО 38 10 10 06,,,,Аппараты рентгеновские для контроля сварных соединений,2.1-17-26,26.51.66.125
ТО 38 10 10 07,,,,Бороны дисковые мелиоративные (без трактора),2.1-17-45,28.30.32.112
ТО 38 10 10 08,,,,Виброжелоба,2.1-17-31,28.92.40.110
ТО 38 10 10 09,,,,Вибробункеры,2.1-17-32,28.92.40.110
ТО 38 10 10 10,,,,"Сита вибрационные для строительных материалов, мощность до 2,7 кВт",2.1-17-34,28.92.40.110
ТО 38 10 10 11,,,,"Виброплиты для уплотнения песка, гравия и бетона, мощность до 4 кВт (5,5 л.с.)",2.1-17-82,28.92.30.190
ТО 38 10 10 12,,,,"Разогреватели асфальтобетона инфракрасные, площадь нагрева до 1,4 м2",2.1-17-20,28.29.60.000
ТО 38 10 10 14,,,,Комплексы геофизические для зондирования грунтового массива при ведении щитовой проходки,2.1-17-124,28.92.12.129
ТО 38 10 10 15,,,,"Установки для гидропосева газона, объем бака до 1000 л, мощность до 5,15 кВт (7 л.с.)",2.1-17-33,28.30.33.119
ТО 38 10 10 16,,,,"Глиномешалки, емкость до 4 м3",2.1-17-53,28.92.30.190
ТО 38 10 10 17,,,,Горны кузнечные,2.1-17-58,28.21.12.000
ТО 38 10 10 18,,,,Дозиметры при рентгенографическом контроле сварных соединений,2.1-17-27,26.51.53.190
ТО 38 10 10 19,,,,Инжекторные газовые горелки,2.1-17-24,28.29.70.110
ТО 38 10 10 21,,,,Косилки моторные,2.1-17-36,28.30.51.000
ТО 38 20,,Корчеватели-собиратели,,,,
ТО 38 20 10,,,С трактором,,,
ТО 38 20 10 02,,,,"Корчеватели-собиратели с трактором, мощность до 80 кВт (109 л.с.)",2.1-17-43,28.92.30.190
ТО 38 20 10 03,,,,"Корчеватели-собиратели с трактором, мощность до 118 кВт (160 л.с.)",2.1-17-44,28.92.30.190
ТО 38 30,,Каналоочистители,,,,
ТО 38 30 10,,,Каналоочистители,,,
ТО 38 30 10 01,,,,"Машины каналопромывочные, емкость до 5 м3",2.1-17-50,28.92.30.190
ТО 38 30 10 02,,,,"Машины каналопромывочные, емкость до 10 м3",2.1-17-51,28.92.30.190
ТО 38 30 10 03,,,,"Каналоочистители-илососы универсальные, емкость до 10 м3",2.1-17-49,28.92.30.190
ТО 38 40,,Комлексы проходческие,,,,
ТО 38 40 10,,,Комлексы проходческие,,,
ТО 38 40 10 01,,,,"Комплексы проходческие, 
диаметр 5,5 м",2.1-17-62,28.92.12.122
ТО 38 40 20,,,Комплексы проходческие щитовые,,,
ТО 38 40 20 01,,,,"Комплексы проходческие щитовые, диаметр 4,02 м, производительность до 100 м3/час",2.1-17-93,28.92.12.122
ТО 38 40 20 02,,,,"Комплексы проходческие щитовые механизированные с экскаваторным рабочим органом, наружный диаметр 3,2 м",2.1-17-127,28.92.12.122
ТО 38 40 20 03,,,,"Комплексы проходческие щитовые механизированные с экскаваторным рабочим органом, наружный диаметр 3,6 м",2.1-17-128,28.92.12.122
ТО 38 40 30,,,Микротоннельные проходческие комплексы,,,
ТО 38 40 30 01,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 565-665 мм, максимальная длина проходки 100 м, максимальный крутящий момент 13,4 кН•м",2.1-17-108,28.92.12.129
ТО 38 40 30 02,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 780-875 мм, максимальная длина проходки 140 м, максимальный крутящий момент 33,5 кН•м",2.1-17-87,28.92.12.129
ТО 38 40 30 03,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 975-1295 мм, максимальная длина проходки 150 м, максимальный крутящий момент 55-90 кН•м",2.1-17-111,28.92.12.129
ТО 38 40 30 04,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 1295-1505 мм, максимальная длина проходки 150 м, максимальный крутящий момент 150 кН•м",2.1-17-112,28.92.12.129
ТО 38 40 30 05,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 1505-1740 мм, максимальная длина проходки 500 м, максимальный крутящий момент 195-258 кН•м",2.1-17-109,28.92.12.129
ТО 38 40 30 06,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 1810-2150 мм, максимальная длина проходки 700 м, максимальный крутящий момент 310-474 кН•м",2.1-17-102,28.92.12.129
ТО 38 40 30 07,,,,"Установки тоннелепроходческие с гидропригрузом, режущий диаметр 2425-3025 мм, максимальная длина проходки 1100 м, максимальный крутящий момент 640-780 кН•м",2.1-17-106,28.92.12.129
ТО 38 50,,Агрегаты обслуживания,,,,
ТО 38 50 10,,,Комплекты и машины обслуживания,,,
ТО 38 50 10 01,,,,Комплекты оборудования для механической чистки канализационных сетей,2.1-17-72,28.99.39.190
ТО 38 50 10 02,,,,Комплекты оборудования для проведения работ по облицовке рукавом из нержавеющей стали внутренней поверхности трубопроводов диаметром до 150 мм,2.1-17-105,28.99.39.190
ТО 38 50 10 03,,,,Комплекс оборудования с телевизионными камерами для диагностики существующих трубопроводов,2.1-17-81,26.51.66.129
ТО 38 50 10 06,,,,Маслоподогреватели,2.1-17-48,28.21.13.119
ТО 38 50 10 07,,,,Машины центробежного набрызга пневматические для облицовки внутренней поверхности труб диаметром до 800 мм,2.1-17-80,28.99.39.190
ТО 38 50 10 08,,,,Машинки для заварки пробок,2.1-17-83,27.90.31.110
ТО 38 50 10 09,,,,"Машины тоннелемоечные с щеткой, вылет стрелы до 8,5 м",2.1-17-85,29.10.59.130
ТО 38 50 10 10,,,,"Аппараты гидроструйные электрические, давление до 22 Мпа, мощность до 7,5 кВт, производительность до 16 л/мин",2.1-17-97,29.10.59.130
ТО 38 50 10 12,,,,"Машины уборочные комбинированные со специальным оборудованием для распыления сыпучих и жидких реагентов, вместимость цистерны до 13 м3, вместимость бункера до 10 м3",2.1-17-126,29.10.59.130
ТО 38 50 10 13,,,,Микроавтобусы со встроенным оборудованием для видеосъемки внутренней полости и поиска повреждений трубопровода,2.1-17-121,29.10.59.390
ТО 38 50 10 15,,,,Плуги выкопочные (без трактора),2.1-17-39,28.30.31.129
ТО 38 50 10 16,,,,Рыхлители прицепные (без трактора),2.1-17-41,28.92.30.190
ТО 38 50 10 17,,,,"Машины поломоечные, производительность до 2200 м2/ч",2.1-17-125,29.10.59.130
ТО 38 50 20,,,Приборы,,,
ТО 38 50 20 01,,,,Гамма-дефектоскопы,2.1-30-62,26.51.66.126
ТО 38 50 20 02,,,,Преобразователи частоты тока до 500 А,2.1-30-46,27.12.10.190
ТО 38 50 20 04,,,,Дефектоскопы ультразвуковые,2.1-30-61,26.51.66.121
ТО 38 50 20 06,,,,Дефектоскопы электроискровые для оценки качества изоляции трубопроводов (кабелей),2.1-17-28,26.51.66.123
ТО 38 50 20 07,,,,Аппараты для нахождения повреждений изоляции трубопроводов (кабелей) без вскрытия грунта,2.1-17-29,26.51.66.127
ТО 38 50 20 08,,,,Питатели пластинчатые,2.1-17-71,28.92.40.110
ТО 38 50 20 09,,,,Роботы для устранения ответвлений и устранения препятствий в трубопроводе на шасси автомобиля,2.1-17-90,29.10.59.390
ТО 38 50 20 10,,,,Рефлектометры оптические импортного производства с длиной волны 1310/1550 нм,2.1-17-201,26.51.45.190
ТО 38 50 20 12,,,,"Тепловизоры инфракрасные, диапазон измерений от -20 до +500°C, термочувствительность до 0,1°C ",2.1-17-104,26.51.66.124
ТО 38 50 20 13,,,,Георадары в комплекте с ноутбуком и программным обеспечением,2.1-17-123,26.51.20.110
ТО 38 50 20 14,,,,Комплексы робототехнические для телевизионного контроля трубопроводов диаметром 100-600 мм,2.1-17-79,26.51.66.129
ТО 38 50 30,,,Снегоочистители,,,
ТО 38 50 30 01,,,,Снегоочистители плужные (без трактора),2.1-17-54,29.10.59.322
ТО 38 50 30 02,,,,Снегоочистители шнекороторные на тракторе,2.1-17-55,29.10.59.321
ТО 38 50 30 03,,,,"Машины комбинированные илососные промывочные на базе автомобиля, объем цистерн до 11 м3, производительность до 1700 м3/ч",2.1-17-76,29.10.59.390
ТО 38 50 40,,,Тележки ,,,
ТО 38 50 40 02,,,,"Прицепы тракторные, грузоподъемность до 6 т",2.1-17-19,29.20.23.130
ТО 38 50 50,,,Прочее,,,
ТО 38 50 50 01,,,,Траншеезасыпщики прицепные колесные,2.1-17-40,28.92.30.190
ТО 38 50 50 02,,,,Установки цеолитовые,2.1-17-64,28.99.39.190
ТО 38 50 50 04,,,,Установки индукционные для подогрева стыков труб,2.1-17-67,28.99.39.190
ТО 38 50 50 07,,,,"Установки для гидропосева многолетних трав на шасси автомобильного типа, дальность посева до 55 м",2.1-17-74,29.10.59.390
ТО 38 50 50 08,,,,Установки комплектные конденсаторные на базе автомобиля,2.1-17-86,29.10.59.390
ТО 38 50 50 09,,,,"Установки реверсивные с парогенератором для санации труб методом инверсии тканевого рукава, диаметр трубопровода 200-400 мм",2.1-17-174,28.29.60.000
ТО 38 50 50 10,,,,Установки формирования антикоррозионного противонакипного покрытия (УФАПП),2.1-17-118,28.99.39.190
ТО 38 50 50 11,,,,"Устройства для натяжения предварительно напряженных анкеров, рабочее давление до 70 МПа",2.1-17-95,28.99.39.190
ТО 38 50 50 12,,,,Металлоискатели феррозондовые,2.1-17-75,26.51.66.123
ТО 38 50 50 13,,,,Шприцы электрические для заделки стыков,2.1-17-68,28.24.11.000
ТО 38 50 50 15,,,,Ямокопатели,2.1-17-52,28.92.27.119
ТО 40,Автотранспортные средства,,,,,
ТО 40 10,,"Прицепы, полуприцепы",,,,
ТО 40 10 10,,,Тяжеловозы,,,
ТО 40 10 10 01,,,,"Полуприцепы-тяжеловозы, грузоподъемность до 60 т",2.1-18-1,29.20.23.114
ТО 40 10 10 02,,,,"Полуприцепы-тяжеловозы, грузоподъемность до 40 т",2.1-18-2,29.20.23.114
ТО 40 10 20,,,Общего назначения,,,
ТО 40 10 20 01,,,,"Полуприцепы общего назначения, грузоподъемность до 12 т",2.1-18-3,29.20.23.114
