Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Примечания
,,RAD,,,Диспансер,"Медицинская организация, в которой, при стационаре круглосуточного пребывания интегрированы поликлинические, диагностические, лечебные, научные и просветительские функции (или часть их), а также связанные с ними функции обслуживания пациентов, посетителей и персонала.","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 158.13330.2014",,,
,,RAE,,,Лаборатория медицинская,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RAF,,,Комплекс объектов инфраструктуры лечебного обеспечения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RAG,,,Поликлиника,"Организации, оказывающие внебольничную помощь пациентам, приходящим на прием, и на дому","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 158.13330.2014",,,
,,RAH,,,Специализированная лечебно­профилактическая организация,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RAJ,,,"Станция скорой медицинской помощи, переливания крови",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RAK,,,Центр медицинский,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,RB,,,,Комплексы ОКС санаторно-курортного обеспечения,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,RBA,,,Комплекс объектов курортной инфраструктуры,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RBB,,,Санаторий,"Предприятие, расположенное обычно в курортной местности и предоставляющее комплекс санаторно-оздоровительных и рекреационных услуг с использованием преимущественно природных факторов (климат, минеральные воды, грязи) и физиотерапевтических средств, диеты и режима",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Определение синтезировано на основе ГОСТ Р 54599-2011
,RC,,,,Комплексы ОКС санитарно-эпидемиологического обеспечения,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,RCA,,,Санитарно-профилактическая организация,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RCB,,,Эпидемиологическая организация,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,RD,,,,Медицинские организации особого типа,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,RDA,,,Комплекс объектов медицинских экспертных организаций,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,RDB,,,Специализированное медицинское бюро,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
S,,,,,Комплексы ОКС отдыха и развлечений,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,SA,,,,Комплексы ОКС для отдыха с кратковременным проживанием,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,SAA,,,База отдыха,"Предприятие, предлагающее размещение, а также возможности и соответствующее оборудование для занятия спортом и развлечений, рестораны и магазины.",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Определение синтезировано на основе ГОСТ Р 53423-2009 (ИСО 18513:2003)
,,SAB,,,Дом отдыха,"Предприятие, расположенное в благоприятной природной местности, с инфраструктурой и объектами, способными удовлетворить духовные и иные потребности туристов для содействия поддержанию их жизнедеятельности, восстановлению и развитию физических сил и здоровья",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Определение синтезировано на основе ГОСТ Р 54599-2011
,,SAC,,,Лагерь,"Предприятие, предоставляющее размещение для детей, приезжающих для отдыха и оздоровления",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Определение синтезировано на основе ГОСТ Р 53423-2009 (ИСО 18513:2003)
,SB,,,,Комплексы ОКС для развлечений и отдыха,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,SBA,,,Комплекс объектов для познавательных развлечений,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,SBB,,,Комплекс объектов для развлечений и отдыха,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
T,,,,,Комплексы объектов физической культуры и спорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,TA,,,,Крытые спортивные комплексы,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,TAA,,,Крытый комплекс для зимних видов спорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,TAB,,,Многофункциональный крытый спортивный комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,TAC,,,Специализированный крытый спортивный комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,TAD,,,Стадион крытый,"Спортивное сооружение (в т.ч. манеж), на которой проводится футбольный матч, включая спортивную арену, с прилегающей территорией, вплоть до внешнего ограждения.","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 285.1325800.2016",,,
,TB,,,,Комплексы для водных видов спорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,TBA,,,Бассейн,"Открытый или крытый искусственный водоем, предназначенный для плавания, занятий водным спортом других видов, купания или принятия водных, в том числе лечебных, процедур, с постоянно проходящими через него (в режиме циркуляции или протока) потоками воды, оборудованный или не оборудованный системой водоподготовки, имеющий или не имеющий в своем составе водные горки и/или другие водные аттракционы","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ Р 53491.1-2009",,,
,,TBB,,,Гребной канал,"Гидротехническое искусственное спортивное сооружение, предназначенное для проведения соревнований и тренировок по гребным видам спорта, состоящее из основного русла и обводного канала.","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 459.1325800.2019 ",,,
,TC,,,,Открытые спортивные комплексы,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,TCA,,,Открытый комплекс для зимних видов спорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,TCB,,,Многофункциональный открытый спортивный комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,TCC,,,Специализированный открытый спортивный комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,TCD,,,Стадион открытый,"Открытое комплексное спортивное сооружение, включающее спортивное ядро (футбольное поле, беговые дорожки, места для прыжков и метаний), окруженное трибунами для зрителей, площадки для спортивных игр и гимнастики",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Синтезированное определение
