code,level_1,level_2,level_3,level_4,param_1,param_2
ВН НН 20 10,,,Объект общего образования,,008001,
ВН НН 20 10 10,,,,Детский сад,008001001, Ф4.1
ВН НН 20 10 15,,,,Детский сад с бассейном,,
ВН НН 20 10 20,,,,Начальная школа,008001002, Ф4.1
ВН НН 20 10 25,,,,Начальная школа с бассейном,,
ВН НН 20 10 30,,,,Общеобразовательная школа,008001003, Ф4.1
ВН НН 20 10 35,,,,Общеобразовательная школа с бассейном,,
ВН НН 20 10 40,,,,Гимназия,008001003, Ф4.1
ВН НН 20 10 45,,,,Гимназия с бассейном,,
ВН НН 20 10 50,,,,Лицей,008001003, Ф4.1
ВН НН 20 10 55,,,,Лицей с бассейном,,
ВН НН 20 20,,,Объект профессионального образования,,002001,
ВН НН 20 20 10,,,,Колледж,002001001, Ф4.1
ВН НН 20 20 20,,,,Техникум,002001001, Ф4.1
ВН НН 20 20 30,,,,Профессионально-техническое училище,002001001, Ф4.1
ВН НН 20 20 40,,,,Объект высшего образования,002001002,Ф4.2
ВН НН 20 30,,,Объект дополнительного образования и дополнительного профессионального образования,,002002,
ВН НН 20 30 10,,,,Музыкальная школа,,Ф4.2
ВН НН 20 30 20,,,,Детская школа искусств,, Ф4.1
ВН НН 20 30 30,,,,Детско-юношеская спортивная школа,, Ф4.1
ВН НН 20 30 35,,,,Детско-юношеская спортивная школа с бассейном,,
ВН НН 20 30 40,,,,Объект дополнительного профессионального образования,002002002,Ф4.2
ВН НН 30,,Культурно-просветительные объекты,,,003,
ВН НН 30 10,,,Культурно-просветительный объект,,003001,
ВН НН 30 10 10,,,,Библиотека,003001001,Ф2.1
ВН НН 30 10 20,,,,Музей,003001002,Ф2.2
ВН НН 30 10 30,,,,Выставочный зал,003001003,Ф2.2
ВН НН 30 10 40,,,,Картинная галерея,003001002,Ф2.2
ВН НН 30 20,,,Культурно-зрелищный объект,,003002,
ВН НН 30 20 10,,,,Театр,003002001,Ф2.1
ВН НН 30 20 20,,,,Концертный зал,003002002,Ф2.1
ВН НН 30 20 30,,,,Филармония,003002003,Ф2.1
ВН НН 30 20 40,,,,Кинотеатр,003002004,Ф2.1
ВН НН 30 20 50,,,,Цирк,003002005,Ф2.1
ВН НН 30 30,,,Культурно-досуговый объект,,003003,
ВН НН 30 30 10,,,,Клуб,003003001,Ф2.1
ВН НН 30 30 20,,,,Дом культуры,003003002,Ф2.1
ВН НН 30 30 40,,,,Танцевальный зал,003003004,Ф2.2
ВН НН 30 30 50,,,,Многофункциональный развлекательный центр,003003005,Ф2.2
ВН НН 30 40,,,Культовый и религиозный объект,,003004,
ВН НН 30 40 10,,,,Монастырь,003004001,Ф2.2
ВН НН 30 40 15,,,,Собор,003004002,Ф2.2
ВН НН 30 40 20,,,,Храм,003004003,Ф2.2
ВН НН 30 40 25,,,,Церковь,003004004,Ф2.2
ВН НН 30 40 30,,,,Колокольня,003004005,Ф2.2
ВН НН 30 40 35,,,,Часовня,003004006,Ф2.2
ВН НН 30 40 40,,,,Молельный дом,003004007,Ф2.2
ВН НН 30 40 45,,,,Мечеть,003004008,Ф2.2
ВН НН 30 40 50,,,,Минарет,003004009,Ф2.2
ВН НН 30 40 55,,,,Синагога,003004010,Ф2.2
ВН НН 30 40 60,,,,Костел,003004011,Ф2.2
ВН НН 30 40 65,,,,Семинария,003004012,Ф4.2
ВН НН 30 40 70,,,,Медресе,003004013,Ф4.1
ВН НН 30 40 75,,,,Воскресная школа,003004014,Ф4.1
ВН НН 30 50,,,Место отдыха общего пользования,,003005,
ВН НН 30 50 10,,,,Зоопарк,003005001,
ВН НН 30 50 15,,,,Дельфинарий,003005002,
ВН НН 30 50 20,,,,Океанариум,,
ВН НН 30 50 25,,,,Аквапарк,003005003,
ВН НН 30 50 30,,,,Парк культуры и отдыха,003005004,Ф2.4
ВН НН 30 50 35,,,,Садово-парковый комплекс,003005005,Ф2.4
ВН НН 30 50 40,,,,Оранжерея,003005006,Ф2.2
ВН НН 30 50 45,,,,Зимний сад,003005006,Ф2.2
ВН НН 30 50 50,,,,Ботанический сад,003005007,
ВН НН 30 60,,,Культурно-просветительный объект иного типа,,003006,
ВН НН 30 60 10,,,,Объект декоративно-монументального искусства,003006001,
ВН НН 30 60 20,,,,Фонтан,003006001,
ВН НН 40,,Лечебно-оздоровительные объекты,,,005,
ВН НН 40 10,,,Стационарный лечебно-профилактический объект,,005001,
ВН НН 40 10 10,,,,Больница,005001001,Ф1.1  
ВН НН 40 10 15,,,,Диспансер со стационаром,005001002,Ф1.1  
ВН НН 40 10 20,,,,Детская больница,005001003,Ф1.1  
ВН НН 40 10 25,,,,Родильный дом,005001004,Ф1.1  
ВН НН 40 10 30,,,,Перинатальный центр,005001005,Ф1.1  
ВН НН 40 10 35,,,,Госпиталь,005001006,Ф1.1  
ВН НН 40 10 40,,,,Участковая больница,005001007,Ф1.1  
ВН НН 40 10 45,,,,Специализированная больница,005001008,Ф1.1  
ВН НН 40 10 50,,,,Больница скорой медицинской помощи,005001009,Ф1.1  
ВН НН 40 20,,,Амбулаторно-поликлинический объект,,005002,
ВН НН 40 20 10,,,,Поликлиника,005002001,Ф3.4  
ВН НН 40 20 15,,,,Центр медицинский,005002002,Ф3.4  
ВН НН 40 20 20,,,,Центр мануальной терапии,005002002,Ф3.4  
ВН НН 40 20 25,,,,Центр консультативно-диагностический,005002002,Ф3.4  
ВН НН 40 20 30,,,,Центр медицинский иной,005002002,Ф3.4  
ВН НН 40 20 35,,,,Диспансер без стационара,005002003,Ф3.4  
ВН НН 40 20 40,,,,Женская консультация,005002004,Ф3.4  
ВН НН 40 20 45,,,,Детская поликлиника,005002005,Ф3.4  
ВН НН 40 20 50,,,,Стоматологическая поликлиника,005002006,Ф3.4  
ВН НН 40 20 55,,,,"Амбулатория, в том числе врачебная",005002007,Ф3.4  
ВН НН 40 20 60,,,,Медико-санитарная часть,005002008,Ф3.4  
ВН НН 40 20 65,,,,Психотерапевтическая поликлиника,005002009,Ф3.4  
ВН НН 40 20 70,,,,Физиотерапевтическая поликлиника,005002010,Ф3.4  
ВН НН 40 20 75,,,,Консультативно-диагностическая поликлиника,005002011,Ф3.4  
ВН НН 40 20 80,,,,Поликлиника медицинской реабилитации,005002012,Ф3.4  
ВН НН 40 30,,,Объект скорой медицинской помощи и переливания крови,,005003,
ВН НН 40 30 10,,,,Станция скорой медицинской помощи,005003001,Ф3.4  
ВН НН 40 30 20,,,,Станция переливания крови,005003002,Ф3.4  
ВН НН 40 30 30,,,,Центр крови,005003003,Ф3.4  
ВН НН 40 40,,,Объект медицинских служб,,005004,
ВН НН 40 40 10,,,,Центр государственного санитарно-эпидемиологического надзора,005004001,Ф4.3  
ВН НН 40 40 20,,,,Центр гигиены и эпидемиологии,005004002,Ф4.3  
ВН НН 40 40 30,,,,Противочумный центр (станция),005004003,Ф3.4  
ВН НН 40 40 40,,,,Дезинфекционный центр (станция),005004004,Ф3.4  
ВН НН 40 50,,,Лечебно-оздоровительный объект,,005005,
ВН НН 40 50 10,,,,Санаторий,005005001,Ф1.2
ВН НН 40 50 20,,,,Санаторий-профилакторий,005005002,Ф1.2
ВН НН 40 50 30,,,,"Санаторий для детей, в том числе для детей с родителями",005005003,Ф1.2
ВН НН 40 50 40,,,,Санаторный оздоровительный лагерь круглогодичного действия,005005004,Ф1.2
ВН НН 40 50 50,,,,Бальнеологическая лечебница,005005005,Ф1.2
ВН НН 40 50 60,,,,Грязелечебница,005005006,Ф1.2
ВН НН 40 50 70,,,,Курортная поликлиника,005005007,Ф1.2
ВН НН 40 60,,,Вспомогательный объект здравоохранения,,005006,
ВН НН 40 60 10,,,,Бюро медико-социальной экспертизы,005006001,
ВН НН 40 60 20,,,,Бюро медицинской статистики,005006002,
ВН НН 40 60 30,,,,Бюро судебно-медицинской экспертизы,005006003,
ВН НН 40 60 40,,,,Бюро патолого-анатомическое,005006004,
ВН НН 40 60 50,,,,Морг,005006004,
ВН НН 40 60 60,,,,Лаборатория клинико-диагностическая,005006005,
ВН НН 40 60 70,,,,Лаборатория бактериологическая,005006006,
ВН НН 40 70,,,Объект здравоохранения иного типа,,005007,
ВН НН 40 70 10,,,,Хоспис,005007001,Ф1.1
ВН НН 40 70 20,,,,Дом (больница) сестринского ухода,005007002,Ф1.1
ВН НН 40 70 30,,,,Лепрозорий,005007003,Ф1.1
ВН НН 40 80,,,Ветеринарный объект,,005008,
ВН НН 40 80 10,,,,Ветеринарная лечебница (клиника),005008001,
ВН НН 40 80 20,,,,Ветеринарная лаборатория,005008002,
ВН НН 40 80 30,,,,Ветеринарная станция,005008003,
ВН НН 40 80 40,,,,Ветеринарный участок,005008004,
ВН НН 50,,Спортивно-рекреационные объекты,,,006,
ВН НН 50 10,,,Спортивно-зрелищный объект,,006001,
ВН НН 50 10 10,,,,Стадион,006001001,
ВН НН 50 10 20,,,,Стадион с трибунами на 1500 мест и более,006001002,
ВН НН 50 10 30,,,,Спортивная арена,006001003,
ВН НН 50 10 40,,,,Ипподром,006001004,
ВН НН 50 20,,,Плоскостное спортивное сооружение,,006002,
ВН НН 50 20 10,,,,Площадка для хоккея,006002001,
ВН НН 50 20 12,,,,Поле футбольное,006002002,
ВН НН 50 20 14,,,,Открытый каток с искусственным льдом,006002003,Ф2.3
ВН НН 50 20 16,,,,Корт открытый для тенниса,006002004,Ф2.3
ВН НН 50 20 18,,,,Площадка велотриала,006002011,Ф2
ВН НН 50 20 20,,,,Лыжный стадион,006002012,Ф2
ВН НН 50 20 22,,,,Поле для бейсбола,006002013,Ф2
ВН НН 50 20 24,,,,Поле для бадминтона,006002014,Ф2
ВН НН 50 20 26,,,,Поле для баскетбола,006002015,Ф2
ВН НН 50 20 28,,,,Поле для боулинга,006002016,Ф2
ВН НН 50 20 30,,,,Поле для волейбола,006002017,Ф2
ВН НН 50 20 32,,,,Поле для гандбола,006002018,Ф2
ВН НН 50 20 34,,,,Поле для регби,006002019,Ф2
ВН НН 50 20 36,,,,Поле для квадр-регби,006002020,Ф2
ВН НН 50 20 38,,,,Поле для слалома на колясках,006002021,Ф2
ВН НН 50 20 40,,,,Поле для гольфа,006002022,Ф2
ВН НН 50 20 42,,,,Поле для хоккея на траве,006002024,Ф2
ВН НН 50 20 44,,,,Площадка для пляжного волейбола,006002026,Ф2
ВН НН 50 20 46,,,,Площадка для игры в настольный теннис,006002028,Ф2
ВН НН 50 20 48,,,,Площадка для игры в стритбол,006002029,Ф2
ВН НН 50 20 50,,,,Площадка для игры в хоккей на роликах,006002032,Ф2
ВН НН 50 30,,,Спортивная база,,006004,
ВН НН 50 30 10,,,,База гребная,006004001,
ВН НН 50 30 15,,,,База конно-спортивная,006004002,
ВН НН 50 30 20,,,,База мото-велоспорта,006004003,
ВН НН 50 30 25,,,,База для парусного спорта (яхт-клуб),006004004,
ВН НН 50 30 30,,,,Гольф-клуб,006004005,
ВН НН 50 30 35,,,,База рыболовно-спортивная,006004006,
ВН НН 50 30 40,,,,Лодочная станция,006004007,
ВН НН 50 30 45,,,,База лыжная для горных видов спорта,006004008,
ВН НН 50 30 50,,,,База лыжная для массового катания,006004009,
ВН НН 50 30 55,,,,База лыжная для прыжков с трамплина,006004010,
ВН НН 50 30 60,,,,База альпинистская,006004011,
ВН НН 50 30 65,,,,База санно-бобслейная,006004012,
ВН НН 50 30 70,,,,Биатлонный комплекс,006004013,
ВН НН 50 30 75,,,,Спортивная база иного типа,006004014,
ВН НН 50 40,,,Спортивный объект в закрытых помещениях,,006005,
ВН НН 50 40 10,,,,Плавательный бассейн,006005001,
ВН НН 50 40 15,,,,Плавательный бассейн 50-метровый,006005002,
ВН НН 50 40 20,,,,Плавательный бассейн 25-метровый,006005003,
ВН НН 50 40 25,,,,Плавательный бассейн для прыжков воду,006005004,
ВН НН 50 40 30,,,,Корт крытый,006005005,
ВН НН 50 40 35,,,,Крытый каток с искусственным льдом,006005006,
ВН НН 50 40 40,,,,Горнолыжный комплекс крытый,,
ВН НН 50 40 45,,,,Спортивный зал,006005007,
ВН НН 50 40 50,,,,Спортивный зал размером 42х24,006005008,
ВН НН 50 40 55,,,,Спортивный зал размером 36х18,006005009,
ВН НН 50 40 60,,,,Спортивный зал размером 30х18,006005010,
ВН НН 50 40 65,,,,Спортивный зал размером 30х15,006005011,
ВН НН 50 40 70,,,,Спортивный зал размером 24х12,006005012,
ВН НН 50 40 75,,,,Спортивный зал размером 18x9,006005013,
ВН НН 50 40 80,,,,Тренажерный зал,006005014,
ВН НН 50 40 85,,,,Зал общей физической подготовки (ОФП),006005015,
ВН НН 50 50,,,Спортивный комплекс,,006006,
ВН НН 50 50 10,,,,Физкультурно-оздоровительный комплекс,006006001,
ВН НН 50 50 15,,,,Спортивный центр,006006002,
ВН НН 50 50 20,,,,Дворец спорта,006006003,
ВН НН 50 50 25,,,,Ледовый дворец,006006004,
ВН НН 50 50 30,,,,Физкультурно-спортивный комплекс,006006005,
ВН НН 50 50 35,,,,Спортивно-культурный комплекс,006006006,
ВН НН 50 50 40,,,,Манеж легкоатлетический,006006007,
ВН НН 50 50 45,,,,Манеж футбольный,006006008,
ВН НН 50 60,,,Спортивно-досуговый объект,,006007,
ВН НН 50 60 10,,,,Бильярдная,006007001,
ВН НН 50 60 20,,,,Кегельбан (боулинг),006007002,
ВН НН 60,,Социально-реабилитационные объекты,,,007,
ВН НН 60 10,,,"Объект, осуществляющий стационарное социальное обслуживание",,007001,
ВН НН 60 10 10,,,,Дом-интернат для престарелых,007001002, Ф1.1
ВН НН 60 10 15,,,,"Психоневрологический интернат, в том числе детский",007001003, Ф1.1
ВН НН 60 10 20,,,,Специальный жилой дом для одиноких престарелых граждан,007001004, Ф1.1
ВН НН 60 10 25,,,,Социально-реабилитационный центр,007001005, Ф1.1
ВН НН 60 10 30,,,,Реабилитационный центр,007001006, Ф1.1
ВН НН 60 10 35,,,,Социально-оздоровительный центр,007001007, Ф1.1
ВН НН 60 10 40,,,,Геронтопсихиатрический центр,007001008, Ф1.1
ВН НН 60 10 45,,,,Геронтологический центр,007001009, Ф1.1
ВН НН 60 10 50,,,,Социальный приют для детей и подростков,007001010, Ф1.1
ВН НН 60 10 55,,,,"Центр содействия семейному воспитанию, в том числе для детей с особенностями развития",007001011, Ф1.1
ВН НН 60 10 60,,,,Специализированный дом ребенка,007001013, Ф1.1
ВН НН 60 10 65,,,,Детский дом,007001014, Ф1.1
ВН НН 60 10 70,,,,Школа-интернат для детей,007001015, Ф1.1
ВН НН 60 10 71,,,,Спальный корпус,007001015, Ф1.1
ВН НН 60 10 75,,,,Центр социальной (постинтернатной) адаптации,007001016, Ф1.1
ВН НН 60 20,,,"Объект, осуществляющий полустационарное социальное обслуживание",,007002,
ВН НН 60 20 10,,,,Социально-реабилитационный центр,007002001,
ВН НН 60 20 15,,,,"Центр помощи детям, оставшимся без попечения родителей",007002002,
ВН НН 60 20 20,,,,"Реабилитационный центр, в том числе для детей и подростков с ограниченными возможностями",007002003,
ВН НН 60 20 25,,,,Кризисный центр помощи женщинам,007002004,
ВН НН 60 20 30,,,,Центр психолого-педагогической помощи населению,007002005,
ВН НН 60 20 35,,,,"Центр социальной адаптации (помощи), в том числе для лиц без определенного места жительства и занятий",007002006,
ВН НН 60 20 40,,,,Дом ночного пребывания,007002007,
ВН НН 60 20 45,,,,Социальный приют,007002008,
ВН НН 60 20 50,,,,Центр поддержки семьи и детства,007002009,
ВН НН 60 20 55,,,,Центр социальной помощи семье и детям,007002010,
ВН НН 60 20 60,,,,"Центр социального обслуживания, в том числе территориальный",007002011,
ВН НН 60 20 65,,,,Социально-оздоровительный центр,007002012,
ВН НН 60 20 70,,,,Консультативный центр,007002013,
ВН НН 60 20 75,,,,Городской ресурсный центр содействия семейному воспитанию,007002014,
ВН НН 60 20 80,,,,Социальная гостиница,007002015,
ВН НН 60 30,,,"Объект, осуществляющий социальное обслуживание на дому",,007003,
ВН НН 60 30 10,,,,Центр социальной помощи,007003001,
ВН НН 60 30 20,,,,"Центр социального обслуживания, в том числе территориальный",007003002,
ВН НН 60 40,,,"Объект, предоставляющий срочные социальные услуги",,007004,
ВН НН 60 40 10,,,,Консультативный центр,007004001,
ВН НН 60 40 20,,,,Служба экстренной психологической помощи,007004002,
ВН НН 60 50,,,Социально-реабилитационный объект иного типа,,007005,
ВН НН 60 50 10,,,,Управление социальной защиты населения,007005001, Ф4.3
ВН НН 60 50 20,,,,Отделение организации социального обслуживания,007005002, Ф4.3
ВН НН 70,,Жилые одноквартирные дома,,,009,
ВН НН 70 10,,,Малоэтажный одноквартирный жилой дом,,009001,
ВН НН 70 10 10,,,,Индивидуальный жилой дом,009001001, Ф1.4
ВН НН 80,,Многоквартирные дома,,,010,
ВН НН 80 10,,,Многоэтажный многоквартирный дом,,010001,
ВН НН 80 10 10,,,,Многоэтажный многоквартирный дом,010001001, Ф1.3
ВН НН 80 20,,,Среднеэтажный многоквартирный дом,,010002,
ВН НН 80 20 10,,,,Среднеэтажный многоквартирный дом,010002001, Ф1.3
ВН НН 80 30,,,Малоэтажный многоквартирный дом,,010003,
ВН НН 80 30 10,,,,Дом блокированной застройки,010003001, Ф1.3
ВН НН 80 30 20,,,,Малоэтажный многоквартирный дом,010003002, Ф1.3
ВН НН 80 40,,,Общежитие,,010004,
ВН НН 80 40 10,,,,Общежитие для обучающихся в образовательных организациях,010004001, Ф1.2
ВН НН 80 40 20,,,,Общежитие для работников организаций,010004002, Ф1.2
ВН НН 80 50,,,Доходный дом,,,
ВН НН 80 50 10,,,,Доходный дом,, Ф1.3
ВН НН 85,,Многофункциональный жилой комплекс,,,,
ВН НН 86,,Многофункциональное здание,,,,
ВН НН 91,,Паркинги одноуровневые,,,,
ВН НН 91 10,,,Надземный одноуровневый паркинг,,,
ВН НН 91 20,,,Подземный одноуровневый паркинг,,,
ВН НН 92,,Паркинги многоуровневые,,,,
ВН НН 92 10,,,Надземный многоуровневый паркинг,,,
ВН НН 92 20,,,Подземный многоуровневый паркинг,,,
ВН НН 92 30,,,Надземно-подземный многоуровневый паркинг,,,
ВН ПН,Объекты производственного назначения,,,,,
ВН ПН 10,,Коммунально-складские объекты,,,011,
ВН ПН 10 10,,,Складской объект,,011001,
ВН ПН 10 10 10,,,,Склад,011001001, Ф5.2
ВН ПН 10 10 20,,,,Сортировочный центр,011001002, Ф5.2
ВН ПН 10 10 30,,,,Логистический центр,011001003, Ф5.2
ВН ПН 10 20,,,"Объект по переработке, обезвреживанию и утилизации",,011002,
ВН ПН 10 20 10,,,,Объект по переработке отходов производства и потребления,011002001, Ф5.1
ВН ПН 10 20 20,,,,Мусороперегрузочная и мусоросортировочная станция,011002002, Ф5.1
ВН ПН 10 20 30,,,,"Снегоприемный, снегоплавильный пункт",011002003, Ф5.1
ВН ПН 10 20 40,,,,Мусоросжигательный завод,011002004, Ф5.1
ВН ПН 10 30,,,Объект обслуживания наземного городского транспорта,,011003,
ВН ПН 10 30 10,,,,Автобусный парк,011003001, Ф5.2
ВН ПН 10 30 20,,,,Парк автотранспортных средств,011003002, Ф5.2
ВН ПН 10 30 30,,,,Трамвайное депо,011003003, Ф5.2
ВН ПН 10 30 40,,,,Троллейбусный парк,011003004, Ф5.2
ВН ПН 10 30 50,,,,Диспетчерский пункт,011003005, Ф4.3
ВН ПН 10 40,,,Объект животноводства,,011004,
ВН ПН 10 40 10,,,,Животноводческий комплекс,011004001, Ф5.3
ВН ПН 10 40 15,,,,Ферма для содержания и разведения домашнего скота,011004001, Ф5.3
ВН ПН 10 40 20,,,,Птицефабрика,011004002, Ф5.3
ВН ПН 10 40 25,,,,Птицеферма,011004002, Ф5.3
ВН ПН 10 40 30,,,,Звероводческая,011004003, Ф5.3
ВН ПН 10 40 35,,,,Кролиководческая ферма,011004003, Ф5.3
ВН ПН 10 40 40,,,,Объект пчеловодства,011004004, Ф5.3
ВН ПН 10 40 45,,,,Рыбоводное хозяйство,011004005, Ф5.3
ВН ПН 10 40 50,,,,Объект животноводства иного типа,011004006, Ф5.3
ВН ПН 10 50,,,Объект растениеводства,,011005,
ВН ПН 10 50 10,,,,Зерно- и семенохранилище,011005001,
ВН ПН 10 50 20,,,,Овощехранилище,011005002,
ВН ПН 10 50 30,,,,Теплица,011005003, Ф5.3 
ВН ПН 10 50 40,,,,Питомник,011005004, Ф5.3
ВН ПН 10 50 50,,,,Объект растениеводства иного типа,011005005, Ф5.3 
ВН ПН 10 60,,,Коммунально-складской объект иного типа,,011006,
ВН ПН 10 60 10,,,,Сарай,011006001,
ВН ПН 10 60 20,,,,Гараж для сельскохозяйственной техники и оборудования,011006002,
ВН ПН 10 60 30,,,,Ангар для сельскохозяйственной техники и оборудования,011006002,
ВН ПН 10 60 40,,,,Ремонтная мастерская для сельскохозяйственной техники и оборудования,011006003,
ВН ПН 20,,Торгово-бытовые объекты,,,004,
ВН ПН 20 10,,,Многофункциональные торговые центры и комплексы,,004001,
ВН ПН 20 10 10,,,,"Торговый центр, торговый комплекс",004001001,Ф3.1
ВН ПН 20 10 20,,,,Многофункциональный торгово-развлекательный центр,004001002,
ВН ПН 20 15,,,Объект торговли,,004002,
ВН ПН 20 15 10,,,,Магазин,004002001,Ф3.1
ВН ПН 20 15 20,,,,Крытый рынок,004002002,Ф3.1
ВН ПН 20 15 30,,,,Аптека,004002003,Ф3.1
ВН ПН 20 15 40,,,,Оптика,004002003,Ф3.1
ВН ПН 20 20,,,Выставочно-ярмарочный объект,,004003,
ВН ПН 20 20 10,,,,Выставочно-торговый объект,004003001,
ВН ПН 20 20 20,,,,Ярмарка,004003002,
ВН ПН 20 25,,,Объект предоставления услуг для краткосрочного проживания,,004004,
ВН ПН 20 25 10,,,,Гостиница,004004001,Ф1.2
ВН ПН 20 25 20,,,,Апартотель,004004002,Ф1.2
ВН ПН 20 25 30,,,,Мотель,004004003,Ф1.2
ВН ПН 20 25 40,,,,Сюит-отель,004004004,Ф1.2
ВН ПН 20 25 50,,,,Хостел,004004005,Ф1.2
ВН ПН 20 30,,,Объект общественного питания,,004005,
ВН ПН 20 30 10,,,,Ресторан,004005001,Ф3.2
ВН ПН 20 30 15,,,,Бар,004005002,Ф3.2
ВН ПН 20 30 20,,,,Кафе,004005003,Ф3.2
ВН ПН 20 30 25,,,,Столовая,004005004,Ф3.2
ВН ПН 20 30 30,,,,Закусочная,004005005,Ф3.2
ВН ПН 20 30 35,,,,Буфет,004005006,Ф3.2
ВН ПН 20 30 40,,,,Кофейня,004005007,Ф3.2
ВН ПН 20 30 45,,,,Кафетерий,004005008,Ф3.2
ВН ПН 20 30 50,,,,Магазин кулинарии,004005009,
ВН ПН 20 30 55,,,,Предприятие быстрого обслуживания,004005010,
ВН ПН 20 35,,,Объект бытового обслуживания населения,,004006,
ВН ПН 20 35 10,,,,Баня,004006001,Ф3.6
ВН ПН 20 35 15,,,,Душевая,004006001,Ф3.6
ВН ПН 20 35 20,,,,Мастерская мелкого бытового ремонта,,Ф3.5
ВН ПН 20 35 25,,,,Сауна,004006001,Ф3.6
ВН ПН 20 35 30,,,,Ателье,004006002,Ф3.5
ВН ПН 20 35 35,,,,Ломбард,004006003,Ф3.1
ВН ПН 20 35 40,,,,Парикмахерская,004006004,Ф3.5
ВН ПН 20 35 45,,,,Фотоателье,004006005,Ф3.5
ВН ПН 20 35 50,,,,Пункт проката,004006006,Ф5.2
ВН ПН 20 35 55,,,,Приемный пункт,004006007,Ф5.2
ВН ПН 20 40,,,Объект услуг связи,,004007,
ВН ПН 20 40 10,,,,Отделение связи,004007001,Ф4.3
ВН ПН 20 40 20,,,,Почтовое отделение,004007001,Ф4.3
ВН ПН 20 40 30,,,,Телеграф,004007002,Ф4.3
ВН ПН 20 45,,,Объект обслуживания туристов,,004008,
